SourceFile,ByteOrderMark,CharacterSet,CodePage,CodeSize,CompanyName,CompObjUserType,CompObjUserTypeLen,Contributor,ContributorRole,CreateDate,Creation-date,Creator,CreatorFile-as,CreatorId,CreatorRole,Date,Description,DescriptionXmlns,Directory,Document-statisticCell-count,Document-statisticObject-count,Document-statisticTable-count,Editing-cycles,Editing-duration,EntryPoint,Error,ExifToolVersion,FileAccessDate,FileCreateDate,FileDescription,FileFlags,FileFlagsMask,FileModifyDate,FileName,FileOS,FilePermissions,FileSize,FileSubtype,FileType,FileTypeExtension,FileVersion,FileVersionNumber,Format,Generator,Guide,GuideReferenceHref,GuideReferenceTitle,GuideReferenceType,Identifier,IdentifierId,IdentifierScheme,ImageFileCharacteristics,ImageVersion,Initial-creator,InitializedDataSize,Language,LanguageCode,LastModifiedBy,LastPrinted,LegalCopyright,LineCount,LinkerVersion,MachineType,ManifestItemHref,ManifestItemId,ManifestItemMedia-type,ManifestItemProperties,Meta,MetaContent,MetaId,MetaName,MetaProperty,MetaRefines,MetaScheme,MIMEEncoding,MIMEType,ModificationDate,ModifyDate,Newlines,ObjectFileType,OSVersion,PEType,PreviewPNG,Print-date,Printed-by,ProductName,ProductVersion,ProductVersionNumber,PublicationDate,Publisher,RevisionNumber,Rights,Source,SourceId,SpineItemrefIdref,SpineItemrefLinear,SpinePage-progression-direction,SpineToc,Subject,Subsystem,SubsystemVersion,TemplateActuate,TemplateHref,TemplateTitle,TemplateType,TimeStamp,Title,TitleId,TotalEditTime,Tours,ToursTourId,ToursTourSiteHref,ToursTourSiteTitle,ToursTourTitle,Type,UninitializedDataSize,User-definedName,WordCount,ZoneIdentifier
JD_ROBB_Immortal_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 03 - Immortal in Death,"Robb, J. D.",,aut,1995:12:31 16:00:00+00:00,"<div><p>It is 2058, New York City. Lieutenant Eve Dallas uncovers a world where technology can create beauty and youth, but passion and greed can destroy them.  </p><p>She was one of the most sought-after women in the world. A top model who would stop at nothing to get what she wanted -even another woman's man. And now she's dead, the victim of a brutal murder.  </p><p>Police lieutenant Eve Dallas puts her life on the line to take the case when suspicion falls on her best friend, the other woman in the fatal love triangle. Beneath the facade of glamor, Eve finds that the world of high fashion thrives on an all-consuming obsession with youth and fame-one that leads her from the lights of the runway to the dark underworld of New York City, where drugs can fulfill any desire, for a price.</p></div>",,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:37:04-05:00,JD_ROBB_Immortal_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,441 kB,,EPUB,epub,,,,,,robb_9781101203576_oeb_toc_r1.xhtml,Table of Contents,toc,238126,bookid,calibre,,,,,en,,,,,,,,page-template.xpgt,pt,application/vnd.adobe-page-template+xml,,,Immortal in Death,,calibre:title_sort,,,,,application/epub+zip,,,,,,,,,,,,,,Penguin,,Copyright © 1996 by Nora Roberts.,,,titlepage,,,ncx,"Fiction, Romance, Suspense, General",,,,,,,,Immortal in Death,,,,,,,,,,,,Exists
JD_ROBB_Interlude_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 12.50 - Interlude in Death,"Robb, J. D.",,aut,2001:08:01 07:00:00+00:00,"<p class=""description"">EDITORIAL REVIEW: Love, Supernatural Style Love is the universal language. And nowhere is this more apparent than in these extraordinary stories from four of today-s hottest authors. From a futuristic cop caught in a crisis of the heart to a smoldering vision of an unusual love triangle, from the hunger for a human touch on an alien planet to a witch-s desperate search for the love of one man, these tales of paranormal romance will transport you to a time and a place you-ve never been before-. Featuring: **New York Times** bestselling author J. D. Robb-**with a new Lieutenant Eve Dallas story **New York Times** bestselling author Laurell K. Hamilton-**with a new Anita Blake, Vampire Hunter tale and **USA Today** Bestselling Authors,Susan Krinard and Maggie Shayne</p>

<span class=""synopsis"">In early spring of 2059, Lieutenant Eve Dallas is called off-planet to face a grueling ordeal - giving a seminar at the largest police conference of the year, to be held in a swanky resort. A resort which just happens to be owned by her husband, Roarke, of course.<br> <br> Even though Eve can't quite see it that way, it's supposed to be at least partly a vacation. But work intrudes in the form of a bloody homicide, and Eve is off and running. The case is complicated by Eve's personal history with the victim - and by the killer's history with Roarke. As danger closes in and the body count rises, Eve must find a way to stop the cycle of violence and revenge, and shove the past back where it belongs.<br> <br> Eve is forced to forsake duty to take down a rogue ex-cop -- and save the man she loves....</span>",,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:37:45-05:00,JD_ROBB_Interlude_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,243 kB,,EPUB,epub,,,,,,Interlude_in_Death_split_006.html#filepos15320,Copyright,copyright-page,485e8cc8-db10-4f5c-b43d-78fa69b1ffcc,uuid_id,uuid,,,,,en,,,,,,,,Interlude_in_Death_split_001.html,id118,application/xhtml+xml,,,Interlude in Death,,calibre:title_sort,,,,,application/epub+zip,,,,,,,,,,,,,,Jove,,,,,titlepage,,,ncx,"Romance, Anthologies (Multiple Authors), Romance: Modern, Short Stories (Anthologies), Political, Contemporary, General, Anthologies, Science Fiction, Science Fiction - General, Mystery Fiction, Love Stories, Fiction - General, Occult Fiction, American, Fiction, Romance - General",,,,,,,,Interlude in Death,,,,,,,,,,,,Exists
JD_ROBB_JD_ROBB_Abandoned_in_Death_-_JD_Robb.epub,,,,,,,,,,,,J. D. Robb,,creator,,,"<p><b>Homicide detective Eve Dallas must untangle a twisted family history while a hostage's life hangs in the balance&#8212;in <i>Abandoned in Death</i> by <i>New York Times</i> bestselling author J. D. Robb.</b><br>The woman's body was found in the early morning, on a bench in a New York City playground. She was clean, her hair neatly arranged, her makeup carefully applied. But other things were very wrong&#8212;like the tattoo and piercings, clearly new. The clothes, decades out of date. The fatal wound hidden beneath a ribbon around her neck. And the note: <i>Bad Mommy</i>, written in crayon as if by a child.<br>Eve Dallas turns to the department's top profiler, who confirms what seems obvious to Eve: They're dealing with a killer whose childhood involved some sort of trauma&#8212;a situation Eve is all too familiar with herself. Yet the clues suggest a perpetrator who'd be roughly sixty years old, and there are no records of old crimes with a similar MO. What was the trigger...",http://purl.org/dc/elements/1.1/,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:21:01-05:00,JD_ROBB_JD_ROBB_Abandoned_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,7.1 MB,,EPUB,epub,,,,,,xhtml/cover.xhtml,Begining,start,9781250278227,uid,,,,,,en-US,,,,,,,,nav.xhtml,nav,application/xhtml+xml,nav,15,cover-image,auth,cover,identifier-type,#uid,onix:codelist5,,application/epub+zip,,,,,,,,,,,,,,St. Martin's Publishing Group,,All rights reserved,urn:isbn:9781250278210,src-id,html-cover-page,no,ltr,toc,,,,,,,,,Abandoned in Death,title,,,,,,,,,,,Exists
JD_ROBB_Kindred_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 29 - Kindred in Death,"Robb, J. D.",,aut,2009:11:02 16:00:00+00:00,"<div><div><h3>From Publishers Weekly</h3><p>New York City law officers have more technological weapons at their disposal in bestseller Robb's snappy near-future series, but so do criminals, including the sadistic rapist killer who strikes down Deena MacMasters, the 16-year-old daughter of police captain Jonah MacMasters, in the 30th full-length novel to feature homicide detective Lt. Eve Dallas (after <em>Promises in Death</em>). MacMasters specifically asks that Dallas, who has a knack for clever insights and deductions, lead the investigation into his daughter's murder. An impressive team of professionals—augmented by Dallas's husband, Roarke, and his young protégé, Jaime Lingstrom—begins the arduous task of collecting and analyzing data. Clues suggest Deena may not be the only victim targeted by her killer and increase the pressure on Dallas and her cohorts. Robb (aka Nora Roberts) combines sex, horrific crime, forensics and technological wizardry for another winner sure to please her many fans. <em>(Nov.)</em> <br>Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved. </p><h3>Product Description</h3><p>In 2060, Lieutenant Eve Dallas searches the backstreets of New York City for a dastardly and despicable criminal in the newest novel by #1 <em>New York Times</em> bestselling author J.D. Robb. <br></p></div>

<h3>From Publishers Weekly</h3><p>New York City law officers have more technological weapons at their disposal in bestseller Robb's snappy near-future series, but so do criminals, including the sadistic rapist killer who strikes down Deena MacMasters, the 16-year-old daughter of police captain Jonah MacMasters, in the 30th full-length novel to feature homicide detective Lt. Eve Dallas (after <em>Promises in Death</em>). MacMasters specifically asks that Dallas, who has a knack for clever insights and deductions, lead the investigation into his daughter's murder. An impressive team of professionals—augmented by Dallas's husband, Roarke, and his young protégé, Jaime Lingstrom—begins the arduous task of collecting and analyzing data. Clues suggest Deena may not be the only victim targeted by her killer and increase the pressure on Dallas and her cohorts. Robb (aka Nora Roberts) combines sex, horrific crime, forensics and technological wizardry for another winner sure to please her many fans. <em>(Nov.)</em> <br>Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved. </p><h3>Product Description</h3><p>In 2060, Lieutenant Eve Dallas searches the backstreets of New York City for a dastardly and despicable criminal in the newest novel by #1 <em>New York Times</em> bestselling author J.D. Robb.   </p></div>

<span class=""synopsis""><br>
A recently promoted captain of the NYPSD and his wife return early from their vacation.<br>
<br>
Not even their worst nightmares could have prepared them for the crime 
scene awaiting their arrival. Deena, their bright and vivacious 
sixteen-year-old daughter who stayed behind, has been brutally murdered 
in her bedroom. Her body shows signs of trauma that horrifies even the 
toughest of cops, including Lieutenant Eve Dallas.<br>
<br>
As evidence starts to pile up, Dallas and her team believe they are 
about to arrest the perpetrator. Unbeknownst to them, someone has gone 
to great lengths to tease and taunt them by using a variety of 
identities.  Overconfidence can lead to careless mistakes. For Eve Dallas, one mistake is all she needs to serve justice.</span>",,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:38:10-05:00,JD_ROBB_Kindred_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,466 kB,,EPUB,epub,,,,,,Kindred_in_Death_split_001.html#filepos298,Table of Contents,toc,r/j-d-robb/kindred-in-death,uuid_id,uuid,,,,,en,,,,,,,,Kindred_in_Death_split_000.html,id129,application/xhtml+xml,,,Kindred in Death,,calibre:title_sort,,,,,application/epub+zip,,,,,,,,,,,,,,Berkley,,,,,titlepage,,,ncx,"Detective and Mystery Stories, Police, Dallas, Political, Fiction, Mystery Fiction, Women Sleuths, Mystery & Detective - Women Sleuths, Murder, Eve (Fictitious character), New York (N.Y.), Policewomen, Dallas; Eve (Fictitious Character), Suspense Fiction, Mystery, Police Procedural, Teenage Girls, Detective, Mystery & Detective, American Mystery & Suspense Fiction, Fiction - Mystery, General, Suspense, Mystery & Detective - Police Procedural, Romance",,,,,,,,Kindred in Death,,,,,,,,,,,,Exists
JD_ROBB_Leverage_in_Death_-_JD_Robb.epub,,,,,,,,,,,,J. D. Robb,,id,,,"<p><b>Lieutenant Eve Dallas puzzles over a bizarre suicide bombing in a Wall St. office building in <i>Leverage in Death</i>, the latest in the #1 <i>New York Times</i> bestselling series from J.D. Robb...</b></p><p>For the airline executives finalizing a merger that would make news in the business world, the nine a.m. meeting would be a major milestone. But after marketing VP Paul Rogan walked into the plush conference room, strapped with explosives, the headlines told of death and destruction instead. The NYPSD's Eve Dallas confirms that Rogan was cruelly coerced by two masked men holding his family hostage. His motive was saving his wife and daughter&#8212;but what was the motive of the masked men?</p><p>Despite the chaos and bad publicity, blowing up one meeting isn't going to put the brakes on the merger. All it's accomplished is shattering a lot of innocent lives. Now, with the help of her billionaire husband Roarke, Eve must untangle the reason for an inexplicable act of...",,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:38:32-05:00,JD_ROBB_Leverage_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,1301 kB,,EPUB,epub,,,,,,Text/cover.xhtml,Cover Image,cover,9781250161581,pub-id,,,,,,en-US,,,,,,,,Text/cover.xhtml,html-cover-page,application/xhtml+xml,calibre:title-page,main,cover-image,auth,cover,title-type,#title,marc:relators,,application/epub+zip,,,,,,,,,,,,,,St. Martin's Press,,All rights reserved,urn:isbn:9781250161567,src-id,html-cover-page,no,ltr,toc,,,,,,,,,Leverage in Death--An Eve Dallas Novel,title,,,,,,,,,,,Exists
JD_ROBB_Loyalty_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 09 - Loyalty in Death,"Robb, J. D.",,aut,1999:09:30 16:00:00+00:00,"<div><h3>Amazon.com Review</h3><p>In 21st-century New York City, tough-as-nails cop Eve Dallas can survive a bombing, seduce her husband, and outsmart a terrorist--all on four hours of sleep. In this latest installment of the In Death series, author J.D. Robb (a.k.a. Nora Roberts) casts our heroine against an enigmatic group of terrorists named Cassandra. With no clear motivation or demands, Cassandra feeds on the thrill of senseless killing and the calculated destruction of Eve's world.</p><p>Relying on her own brawn and brains, as well as that of her aid Peabody and her husband Roarke, Eve begins to unravel a mystery that began decades before. When the killer's threats land close to home, Eve knows she has no choice but to gamble her own life for the chance to save her city as well as her loved ones.</p><p>J.D. Robb's combinations of mystery, suspense, and romance keep the fans of this series clamoring for more, and <em>Loyalty in Death</em> has equal amounts of each. While the passion between Eve and Roarke is as good as ever, the introduction of a new romantic element certainly turns up the heat and is a welcome twist. Though the evil-terrorist-in-NYC theme has been done before (most recently in <em>The Siege</em>), these beloved characters put up a good fight, and keep us glued to the pages. <em>--Nancy R.E. O'Brien</em></p><h3>Review</h3><p>""Richly imagined suspense.""-<strong>Publishers Weekly</strong><br></p><p>""Suspense [and] futuristic police procedure.""-<strong>Publishers Weekly</strong><br></p><p>Eve Dallas returns to face her most ingenious foe-a ""secret admirer"" who taunts her with letters-and kills without mercy… ""This series gets better with each book.""-<strong>Publishers Weekly</strong></p></div>

<span class=""synopsis"">New York cop Eve Dallas returns to face her most ingenious foe--a ""secret admirer"" who taunts her with letters... and kills without mercy.<br> <br> She'd lost her badge and had nearly lost her way too recently for the sting to have faded. Now that she had both back, she wasn't ready to set duty aside. An unknown bomber is Cassandra is stalking New York City. He is sending Eve Dallas taunting letters promising to wreak mass terror and destruction among the corrupt masses. And when his cruel web of deceit and destruction threatens those she cares for most, Eve fights back. It's her city... It's her job... and it's hitting too close to home. Now, in a race against a ticking clock, Eve must make the pieces fit - before the city falls.</span>",,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:38:51-05:00,JD_ROBB_Loyalty_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,528 kB,,EPUB,epub,,,,,,../titlepage.xhtml,Cover,cover,r/j-d-robb/loyalty-in-death,uuid_id,uuid,,,,,en,,,,,,,,Images/logo.jpg,a29,image/jpeg,,,Loyalty in Death,,calibre:title_sort,,,,,application/epub+zip,2013:09:24,,,,,,,,,,,,,Penguin,,Copyrights as per source stories,,,titlepage,,,ncx,"Detective and Mystery Stories, Police, Dallas, Political, Fiction, Romance, Women Sleuths, Crime & mystery, Terrorism, Mystery & Detective - Women Sleuths, Eve (Fictitious character), New York (N.Y.), Policewomen, Romantic Suspense Fiction, Dallas; Eve (Fictitious Character), Fiction - Mystery, Mystery, Police Procedural, Detective, Women Detectives, Romantic Suspense, Terrorists, American Mystery & Suspense Fiction, Mystery & Detective, New York, Suspense, Mystery & Detective - Police Procedural, New York (State)",,,,,,,,Loyalty in Death,,,,,,,,,,,,Exists
JD_ROBB_Memory_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 22 - Memory in Death,"Robb, J. D.",,aut,2005:01:01 16:00:00+00:00,"<div><h3>From Publishers Weekly</h3><p>After clashing with clones and killers in last year's <em>Origin in Death</em>, New York City police lieutenant Eve Dallas (""Her eyes were the color of good, aged whiskey and were long like the rest of her. And like the rest of her, they were all cop"") settles back into a more conventional mystery. In December 2059, a mysterious woman shows up in Eve's office claiming to be her ""mama."" It's Trudy Lombard, the cruel foster mom who took nine-year-old Eve in after Eve killed her abusive father. Trudy made Eve take cold baths and locked her in closets, among other torments, and now Trudy wants Eve to pay $2 million to keep her past a secret. Readers of the series will know how Roarke, Eve's rich, deadly husband, handles the situation; he tosses Trudy out on her ear. When Trudy is found murdered the next day, it's up to Eve to catch the killer and prove that neither she nor Roarke was behind the bludgeoning. All the action takes place over Christmas, and Eve, being Eve, complains about the foolishness of the holiday, but Roarke et al. continue to slowly teach Eve the virtues of love, family and friendship. This is number 22 in a series that still manages to feel fresh. <em>(Jan.)</em> <br>Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved. </p><h3>Review</h3><p>“There are simply no accolades lavish enough to praise this series justly.”—<strong>The Columbia (SC) State</strong><br></p></div>

<div><div><font class=""Apple-style-span"" face=""'MS Shell Dlg 2', sans-serif""><span class=""Apple-style-span"" style=""font-size: 12px;"">Eve Dallas is one tough cop. It should take more than a seemingly ordinary middle-aged lady to make her fall apart. But when that lady is Trudy Lombard, all bets are off. Just seeing Trudy at the station plunges Eve back to the days when she was a vulnerable, traumatized young girl—and trapped in foster care with the twisted woman who now sits smiling in front of her.</span></font></div><div><font class=""Apple-style-span"" face=""'MS Shell Dlg 2', sans-serif""><span class=""Apple-style-span"" style=""font-size: 12px;""><br></span></font></div><div><font class=""Apple-style-span"" face=""'MS Shell Dlg 2', sans-serif""><span class=""Apple-style-span"" style=""font-size: 12px;"">Trudy claims she came all the way to New York just to see how Eve is doing. But Eve’s fiercely protective husband, Roarke, suspects otherwise—and a blackmail attempt by Trudy proves his suspicion correct. Eve and Roarke just want the woman out of their lives. But someone else wants her dead. And when her murder comes to pass, Eve and Roarke will follow a circuitous and dangerous path to find out who turned the victimizer into a victim.</span></font></div></div>",,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:39:09-05:00,JD_ROBB_Memory_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,503 kB,,EPUB,epub,,,,,,Text/MemoryinDeath-toc.html,Table of Contents,toc,r/j-d-robb/memory-in-death,uuid_id,uuid,,,,,en,,,,,,,,Text/GlobalBackad.html,GlobalBackad.html,application/xhtml+xml,,,Memory in Death,,calibre:title_sort,,,,,application/epub+zip,2013:09:25,,,,,,,,,,,,,Berkley,,,,,titlepage,,,ncx,"Foster mothers - Crimes against, Police, Dallas, Police - New York (State) - New York, Fiction, Romance, Mystery Fiction, Women Sleuths, Foster parents, General, Mystery & Detective - Women Sleuths, Eve (Fictitious character), New York (N.Y.), Policewomen, Romance - Suspense, Mystery, Police Procedural, Detective, Mystery & Detective, American Mystery & Suspense Fiction, Fiction - Mystery, Crimes Against, Foster mothers, Twenty-First Century, New York, Suspense, New York (State)",,,,,,,,Memory in Death,,,,,,,,,,,,Exists
JD_ROBB_Midnight_in_Death_-_JD_Robb.epub,,,,,,,,,,,,J.D. Robb,,,aut,1998:12:19 05:00:00+00:00,,,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:25:48-05:00,JD_ROBB_Midnight_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,801 kB,,EPUB,epub,,,,,,Text/titlepage.xhtml,Cover,cover,045e2738-31d0-4a3b-8fd3-8627af3ca081,uuid_id,uuid,,,,,en,,,,,,,,Text/booksby.html,booksby.html,application/xhtml+xml,,,cover,,cover,,,,,application/epub+zip,2013:04:12,,,,,,,,,,,,,Harlequin,,,,,titlepage,,,ncx,,,,,,,,,In Death 07.5 - Midnight in Death,,,,,,,,,,,,Exists
JD_ROBB_Missing_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 29.50 - Missing in Death,"Robb, J. D.",,aut,2009:11:23 16:00:00+00:00,"<div><h3>About the Author</h3><p>J.D. Robb is the pseudonym for a number one <em>New York Times</em> bestselling author of more than 190 novels, including the futuristic suspense In Death series. There are more than 400 million copies of her books in print.</p><p>New York Times bestselling author <strong>Patricia Gaffney</strong> is a six-time Rita nominee for her historical romances, and winner of the Romance Writers of America’s Golden Heart award. She worked as a high school English teacher and a court reporter before pursuing a full-time career as a novelist. Ms. Gaffney lives in southern Pennsylvania with her husband.</p></div>

<span class=""synopsis"">Investigating a female tourist's disappearance on a Staten Island ferry ride, NYPSD Lieutenant Eve Dallas wonders: if she didn't jump, and she's not on board, then where in the world is she?</span>",,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:39:33-05:00,JD_ROBB_Missing_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,349 kB,,EPUB,epub,,,,,,Text/robb_9781101535370_oeb_toc_r1.xhtml,Table of Contents,toc,72db0872-aff1-49a8-aabc-93c2d624340a,uuid_id,uuid,,,,,en,,,,,,,,Text/GlobalBackad.html,GlobalBackad.html,application/xhtml+xml,,,Missing in Death,,calibre:title_sort,,,,,application/epub+zip,,,,,,,,,,,,,,Jove,,Copyright © 2011 by Nora Roberts.,,,titlepage,,,ncx,"American Light Romantic Fiction, Romance, Detective and Mystery Stories, American Science Fiction And Fantasy, Anthologies (Multiple Authors), Mystery & Detective, Fantasy Fiction, Paranormal, General, Anthologies, American, Mystery Fiction, Romance - Paranormal, Fiction - General, Occult Fiction, Love Stories; American, Fiction, Short Stories, Detective and Mystery Stories; American, Love Stories",,,,,,,,Missing in Death,,,,,,,,,,,,Exists
JD_ROBB_Naked - Glory - Immortal_in_Death_-_JD_Robb.epub,,,,,,,,,,,,J. D. Robb,,,,1995,<p>More information to be announced soon on this forthcoming title from Penguin USA,http://purl.org/dc/elements/1.1/,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:18:06-05:00,JD_ROBB_Naked - Glory - Immortal_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,4.6 MB,,EPUB,epub,,,,,,cover.html,Cover Image,cover,9781101537435,isbn_9781101537435,,,,,,en,,,,,,,,toc.ncx,ncx,application/x-dtbncx+xml,,,my-cover-image,,cover,,,,,application/epub+zip,,,,,,,,,,,,,,Penguin Group US,,,,,my-html-cover,no,,ncx,,,,,,,,,"The In Death Collection, Books 1-5",,,,,,,,,,,,Exists
JD_ROBB_Naked_in_death_-_Nora_roberts.epub,,,,,,,,calibre (6.10.0) [https://calibre-ebook.com],bkp,,,"Nora Roberts, J. D. Robb","Roberts, Nora",,aut,2004:03:08 20:44:34+00:00,"SUMMARY:
In hardcover for the first time, here is the novel that started it all-the first book in J. D. Robb's number-one New York Times-bestselling In Death series, featuring New York City homicide detective Lieutenant Eve Dallas and Roarke. It is the year 2058, and technology now completely rules the world. But New York City Detective Eve Dallas knows that the irresistible impulses of the human heart are still ruled by just one thing-passion. When a senator's daughter is killed, the secret life of prostitution she'd been leading is revealed. The high-profile case takes Lieutenant Eve Dallas into the rarefied circles of Washing-ton politics and society. Further complicating matters is Eve's growing attraction to Roarke, who is one of the wealthiest and most influential men on the planet, devilishly handsome . . . and the leading suspect in the investigation.",,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:14:03-05:00,JD_ROBB_Naked_in_death_-_Nora_roberts.epub,,-rw-rw-rw-,848 kB,,EPUB,epub,,,,,,titlepage.xhtml,Cover,cover,9780399151576,uuid_id,uuid,,,,,en,,,,,,,,titlepage.xhtml,titlepage,application/xhtml+xml,,,In Death,,calibre:series,,,,,application/epub+zip,,,,,,,,,,,,,,G.P. Putnam's Sons,,,,,titlepage,,,ncx,Fiction:Detective,,,,,,,,Naked in death,,,,,,,,,,,,Exists
JD_ROBB_Obsession_in_Death_-_JD_Robb.epub,,,,,,,,calibre (1.47.0) [http://calibre-ebook.com],bkp,,,J.D. Robb,"Robb, J. D.",,aut,2015:02:09 05:00:00+00:00,"<div><div><font class=""Apple-style-span"" face=""'MS Shell Dlg 2', sans-serif""><span class=""Apple-style-span"" style=""font-size: 12px;""><b>Lieutenant Eve Dallas walks the thin line between love and hate in this fabulous 40th thriller from #1 New York Times–bestseller J. D. Robb…</b></span></font></div><div><font class=""Apple-style-span"" face=""'MS Shell Dlg 2', sans-serif""><span class=""Apple-style-span"" style=""font-size: 12px;""><br></span></font></div><div><font class=""Apple-style-span"" face=""'MS Shell Dlg 2', sans-serif""><span class=""Apple-style-span"" style=""font-size: 12px;"">Eve Dallas has solved a lot of high-profile murders for the NYPSD and gotten a lot of media. She—and her billionaire husband—are getting accustomed to being objects of attention, of gossip, of speculation.</span></font></div><div><font class=""Apple-style-span"" face=""'MS Shell Dlg 2', sans-serif""><span class=""Apple-style-span"" style=""font-size: 12px;""><br></span></font></div><div><font class=""Apple-style-span"" face=""'MS Shell Dlg 2', sans-serif""><span class=""Apple-style-span"" style=""font-size: 12px;"">But now Eve has become the object of one person’s obsession. Someone who finds her extraordinary, and thinks about her every hour of every day. Who believes the two of them have a special relationship. Who would kill for her—again and again…</span></font></div><div><font class=""Apple-style-span"" face=""'MS Shell Dlg 2', sans-serif""><span class=""Apple-style-span"" style=""font-size: 12px;""><br></span></font></div><div><font class=""Apple-style-span"" face=""'MS Shell Dlg 2', sans-serif""><span class=""Apple-style-span"" style=""font-size: 12px;"">With a murderer reading meanings into her every move, handling this case will be a delicate—and dangerous—psychological dance. And Eve knows that underneath the worship and admiration, a terrible threat lies in wait. Because the beautiful lieutenant is not at all grateful for these bloody offerings from her “true and loyal friend.” And in time, idols always fall… </span></font></div></div>",,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:39:57-05:00,JD_ROBB_Obsession_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,387 kB,,EPUB,epub,,,,,,Text/contents.html#filepos5585,Table of Contents,toc,5d182fdd-5705-496d-b48b-0302d88afd7a,uuid_id,ISBN,,,,,en,,,,,,,,Images/cover.jpeg,cover,image/jpeg,,,40,,calibre:series_index,,,,,application/epub+zip,2015:02:09,,,,,,,,,,,,,"Little, Brown Book Group",,Copyright © 2015 by Nora Roberts,,,titlepage,,,ncx,"Romantic Suspense, Mystery, 2015",,,,,,,,Obsession in Death,,,,,,,,,,,,Exists
